PurchaseAmountUSD,NumberofEngagements,SubscriptionDuration,
189.00,11,28805,
56.08,14,187,
33.99,4,189,
35.97,33,92,
79.00,10,275,
0.00,18,344,
0.00,10,274,
0.00,34,365,
199.00,18,28791,
35.97,91,547,
0.00,137,366,
0.00,13,365,
35.97,49,92,
0.00,17,91,
0.00,15,365,
0.00,14,399,
0.00,1,303,
199.00,28,28769,
143.76,6,731,
0.00,7,365,
75.48,16,456,
35.97,10,183,
200.39,10,365,
0.00,1,125,
0.00,1,181,
0.00,36,182,
0.00,39,91,
22.83,1,366,
79.00,11,184,
211.64,14,28774,
0.00,1,361,
0.00,8,357,
0.00,18,91,
0.00,16,366,
0.00,19,92,
35.97,16,97,
0.00,28,366,
199.00,17,28775,
199.00,96,28800,
0.00,21,29031,
35.97,11,91,
119.00,45,734,
189.00,2,28802,
0.00,12,300,
0.00,25,281,
0.00,32,182,
79.00,8,366,
191.64,9,28796,
95.88,12,365,
189.00,24,28805,
53.60,16,101,
9.54,47,731,
0.00,6,365,
0.00,7,91,
0.00,25,92,
199.00,38,28788,
0.00,9,295,
189.00,25,28798,
210.94,1,28800,
0.00,36,90,
79.00,33,184,
68.15,18,182,
13.91,35,365,
0.00,5,92,
0.00,17,92,
0.00,4,365,
0.00,12,92,
27.58,5,184,
30.88,1,92,
0.00,7,365,
0.00,28,365,
189.00,3,28800,
189.00,1,28796,
0.00,20,365,
62.38,14,92,
18.39,7,277,
37.52,34,95,
0.00,15,344,
199.00,5,28776,
0.00,21,288,
0.00,12,28788,
0.00,7,365,
0.00,45,182,
0.00,40,365,
0.00,32,29237,
41.52,16,91,
35.97,20,95,
188.06,1,28799,
13.65,1,212,
0.00,6,92,
39.00,1,95,
0.00,10,181,
0.00,15,365,
0.00,11,276,
0.00,16,366,
0.00,12,92,
0.00,16,369,
79.00,23,547,
38.34,3,520,
0.00,7,401,
0.00,11,303,
61.75,1,92,
0.00,16,91,
0.00,18,92,
0.00,37,731,
35.97,13,90,
35.97,19,91,
35.97,34,95,
199.00,17,28774,
13.91,1,365,
0.00,19,366,
35.97,38,119,
185.83,16,28793,
0.00,8,181,
0.00,3,91,
0.00,17,274,
0.00,15,365,
0.00,10,183,
0.00,41,274,
35.97,20,97,
217.69,26,28777,
95.88,7,365,
54.15,29,94,
0.00,11,368,
0.00,66,282,
0.00,31,28779,
199.00,28,28772,
0.00,22,92,
0.00,55,181,
35.97,27,96,
0.00,44,183,
79.00,4,456,
0.00,32,183,
189.00,7,28801,
35.97,17,273,
0.00,3,90,
0.00,8,91,
0.00,17,368,
0.00,5,89,
0.00,19,92,
35.97,6,92,
0.00,14,282,
0.00,12,92,
39.00,7,91,
41.15,3,94,
0.00,8,303,
0.00,12,365,
120.00,7,731,
79.00,15,458,
10.45,1,731,
199.00,16,28792,
79.00,1,455,
0.00,26,28948,
199.00,11,28771,
79.00,16,273,
0.00,12,731,
0.00,1,181,
199.00,17,28767,
0.00,12,181,
179.00,2,380,
21.88,1,427,
17.15,1,90,
26.80,40,92,
0.00,36,183,
0.00,20,92,
39.00,3,95,
79.00,10,184,
35.97,1,182,
0.00,1,92,
0.00,33,184,
0.00,42,273,
0.00,23,91,
0.00,16,431,
0.00,46,184,
35.97,10,96,
199.00,18,28781,
199.00,31,28775,
0.00,2,365,
0.00,10,90,
0.00,5,184,
35.97,19,99,
79.00,1,366,
0.00,27,368,
0.00,15,365,
199.00,1,28781,
39.00,70,94,
97.36,4,182,
0.00,13,458,
0.00,1,92,
79.00,54,189,
0.00,11,91,
26.27,5,92,
0.00,10,92,
119.00,6,547,
86.96,22,370,
0.00,14,368,
71.79,11,183,
38.85,15,358,
42.29,1,124,
199.00,18,28775,
69.90,35,184,
37.05,17,94,
15.12,30,365,
0.00,20,372,
0.00,22,289,
39.60,14,96,
22.83,35,366,
35.97,19,183,
199.00,34,28772,
27.58,1,243,
38.22,55,121,
199.00,26,28769,
0.00,17,90,
0.00,37,343,
0.00,7,357,
0.00,49,280,
33.99,9,97,
0.00,97,65,
15.25,1,731,
35.97,22,366,
209.75,30,28767,
79.99,6,365,
0.00,14,183,
0.00,72,348,
0.00,23,368,
0.00,62,182,
0.00,18,90,
79.00,3,183,
35.97,33,92,
35.24,21,92,
68.15,24,185,
0.00,8,90,
218.90,45,28776,
0.00,31,183,
42.29,1,118,
119.00,1,366,
0.00,7,182,
0.00,17,366,
0.00,4,547,
0.00,11,92,
65.94,27,183,
0.00,7,92,
130.52,13,366,
35.97,30,102,
0.00,9,183,
35.97,6,463,
79.00,1,183,
189.00,24,28803,
0.00,18,92,
0.00,4,365,
0.00,13,365,
38.49,8,92,
205.77,23,28795,
0.00,22,34,
0.00,16,282,
0.00,1,92,
35.97,1,183,
35.97,1,91,
58.41,78,182,
199.00,1,28796,
0.00,29,371,
0.00,8,368,
0.00,25,309,
0.00,11,323,
0.00,9,365,
0.00,4,365,
42.46,23,111,
0.00,32,90,
0.00,35,28769,
26.80,18,91,
0.00,52,366,
0.00,24,330,
376.83,7,28767,
0.00,16,91,
208.95,5,28788,
35.97,3,200,
0.00,13,28779,
0.00,9,369,
71.79,34,184,
0.00,14,92,
199.00,5,28765,
104.58,15,730,
0.00,14,220,
39.03,66,92,
79.00,6,365,
100.79,13,365,
0.00,24,229,
0.00,10,276,
0.00,22,28792,
0.00,23,184,
0.00,14,183,
0.00,29,303,
0.00,34,29017,
119.00,41,366,
10.45,62,731,
0.00,20,371,
35.97,21,92,
0.00,4,94,
54.15,27,95,
0.00,17,92,
35.97,29,92,
97.33,1,366,
0.00,37,92,
0.00,14,369,
68.15,86,185,
0.00,7,366,
0.00,11,29230,
0.00,16,368,
0.00,27,368,
0.00,24,368,
0.00,6,150,
198.45,8,28810,
0.00,5,358,
0.00,1,95,
0.00,12,275,
0.00,4,95,
0.00,3,92,
79.00,10,184,
0.00,15,184,
65.94,48,366,
0.00,19,92,
0.00,18,187,
0.00,27,126,
0.00,3,369,
65.94,47,182,
0.00,9,366,
199.00,9,28774,
119.00,4,365,
9.46,43,731,
0.00,8,92,
0.00,6,92,
0.00,13,29140,
0.00,32,274,
0.00,1,90,
0.00,26,382,
0.00,35,92,
0.00,27,92,
376.83,12,28779,
189.00,7,28799,
79.00,22,286,
0.00,42,184,
0.00,4,316,
0.00,18,365,
119.00,48,731,
0.00,2,92,
0.00,7,28771,
0.00,18,184,
0.00,1,91,
69.00,6,365,
189.00,6,28792,
189.00,13,28792,
0.00,17,182,
0.00,26,59,
0.00,7,90,
0.00,2,29265,
200.81,8,28803,
0.00,1,181,
35.97,55,583,
0.00,31,275,
0.00,22,182,
13.65,36,153,
0.00,18,91,
35.97,32,95,
0.00,2,90,
0.00,15,316,
0.00,18,365,
0.00,44,181,
0.00,29,92,
0.00,20,183,
216.66,7,28768,
0.00,28,29144,
0.00,15,92,
0.00,13,90,
0.00,72,295,
215.67,8,28774,
0.00,56,28894,
0.00,6,365,
35.97,17,90,
0.00,6,91,
0.00,5,91,
0.00,5,338,
13.65,57,200,
0.00,20,344,
0.00,10,368,
0.00,19,91,
0.00,6,368,
0.00,19,184,
38.67,1,92,
94.73,1,366,
0.00,19,344,
0.00,3,92,
0.00,32,91,
0.00,4,365,
0.00,10,366,
199.00,18,28769,
0.00,5,365,
48.68,16,187,
0.00,40,187,
0.00,13,295,
199.00,7,28783,
35.97,12,175,
0.00,37,183,
49.40,46,92,
35.97,33,369,
35.97,52,92,
65.94,27,365,
0.00,23,28787,
0.00,1,731,
0.00,41,368,
0.00,52,337,
0.00,6,731,
0.00,17,365,
0.00,62,311,
116.01,35,365,
65.94,51,366,
9.54,1,731,
38.49,112,92,
0.00,38,318,
0.00,17,181,
0.00,24,28771,
0.00,14,365,
0.00,14,92,
119.00,2,366,
26.80,41,205,
10.45,1,731,
0.00,2,365,
42.80,68,182,
35.97,7,92,
0.00,22,303,
95.88,10,365,
199.00,10,28778,
79.00,16,455,
189.00,1,28791,
199.00,18,28805,
35.97,1,90,
39.60,21,91,
0.00,14,183,
17.15,14,151,
212.13,6,28774,
95.88,1,365,
0.00,15,316,
119.88,60,383,
189.00,12,28793,
189.00,12,28793,
79.00,1,275,
62.38,1,92,
35.97,35,92,
199.00,5,28781,
179.00,18,731,
0.00,22,302,
0.00,7,731,
35.97,29,265,
79.99,44,366,
61.75,1,182,
0.00,9,29075,
0.00,13,183,
0.00,3,181,
38.22,46,93,
248.75,14,28782,
38.49,38,95,
0.00,29,92,
0.00,1,185,
79.00,57,393,
216.16,33,28796,
35.97,16,95,
189.00,24,28955,
0.00,16,46,
0.00,9,365,
35.97,36,94,
0.00,1,170,
120.33,15,28765,
0.00,17,302,
199.00,15,28773,
0.00,20,309,
35.97,4,319,
41.11,20,122,
0.00,17,29228,
0.00,2,181,
97.36,6,185,
0.00,1,92,
0.00,1,183,
0.00,6,365,
35.97,32,97,
0.00,4,366,
0.00,30,366,
35.97,14,96,
35.97,8,572,
0.00,16,92,
199.00,6,28791,
0.00,18,295,
0.00,1,90,
189.00,39,28798,
100.19,12,365,
0.00,6,95,
0.00,16,92,
0.00,34,92,
0.00,9,92,
217.31,1,28800,
77.05,33,448,
79.00,1,215,
157.06,15,731,
0.00,24,92,
0.00,15,28768,
19.99,11,38,
0.00,3,181,
0.00,9,92,
189.00,5,28769,
189.00,5,28769,
35.97,18,92,
0.00,19,28766,
0.00,14,182,
35.97,18,92,
0.00,25,184,
199.00,10,28779,
0.00,50,31,
30.88,7,94,
27.58,22,273,
0.00,92,28860,
0.00,27,368,
65.94,16,182,
38.06,15,90,
189.00,6,28804,
0.00,12,182,
0.00,7,274,
0.00,71,185,
0.00,9,92,
0.00,13,369,
0.00,1,183,
39.00,6,188,
327.08,1,28781,
95.88,14,365,
35.97,21,183,
0.00,17,367,
79.00,3,275,
0.00,2,365,
199.21,4,28795,
35.97,75,183,
0.00,32,333,
0.00,24,455,
0.00,24,455,
0.00,17,95,
0.00,8,302,
42.12,3,186,
143.76,10,730,
0.00,10,302,
0.00,27,92,
0.00,27,433,
0.00,10,368,
0.00,39,215,
99.00,36,29037,
0.00,12,365,
35.97,14,92,
10.45,9,731,
0.00,28,369,
35.97,24,92,
79.00,1,92,
0.00,11,92,
0.00,17,366,
39.16,18,95,
0.00,46,182,
8.41,32,396,
199.00,5,28777,
79.00,15,184,
49.15,9,92,
0.00,5,310,
0.00,1,31,
79.00,1,273,
0.00,16,92,
17.15,1,91,
0.00,14,91,
0.00,11,337,
17.15,1,91,
35.97,18,92,
0.00,12,29226,
0.00,16,92,
179.00,1,733,
0.00,23,92,
199.00,19,28793,
0.00,1,406,
20.78,52,31,
0.00,26,324,
0.00,2,184,
79.00,17,319,
0.00,17,99,
189.00,5,28801,
204.12,14,28797,
0.00,44,289,
10.45,36,731,
108.30,30,182,
0.00,1,365,
119.00,5,548,
0.00,19,92,
32.72,9,183,
0.00,38,365,
189.00,20,28801,
0.00,23,70,
0.00,23,358,
0.00,4,337,
0.00,44,302,
10.45,33,731,
0.00,32,92,
0.00,21,91,
35.97,48,274,
0.00,1,357,
201.47,21,28796,
179.10,19,28779,
79.00,1,184,
0.00,20,92,
95.88,1,365,
0.00,7,316,
35.97,32,372,
37.52,20,99,
35.97,33,95,
0.00,19,366,
35.97,3,92,
0.00,9,466,
85.81,15,95,
0.00,34,182,
35.97,11,92,
199.00,15,28771,
0.00,26,183,
0.00,11,92,
189.00,1,28794,
0.00,3,92,
0.00,1,370,
0.00,45,183,
10.45,10,731,
0.00,7,181,
199.00,4,28830,
95.88,11,366,
0.00,11,28789,
95.88,1,365,
0.00,21,427,
15.25,5,365,
0.00,19,274,
79.00,4,281,
189.00,31,28804,
0.00,43,366,
39.00,64,91,
38.13,1,92,
188.85,8,366,
0.00,13,365,
0.00,4,92,
0.00,20,28771,
12.60,6,435,
0.00,6,365,
0.00,17,310,
48.68,29,182,
206.48,30,28797,
34.51,5,92,
35.97,55,94,
0.00,15,365,
0.00,7,365,
0.00,5,274,
199.00,3,28778,
79.00,1,366,
199.00,9,28778,
189.00,50,28804,
0.00,12,92,
0.00,22,213,
189.00,13,28792,
12.60,17,569,
39.00,6,95,
0.00,11,365,
0.00,17,182,
0.00,8,364,
0.00,6,365,
18.39,22,426,
35.97,48,224,
35.97,8,92,
0.00,27,184,
101.06,18,366,
199.00,13,28768,
0.00,2,92,
0.00,31,92,
79.00,1,275,
0.00,11,182,
27.58,5,275,
199.00,16,28773,
0.00,19,455,
0.00,8,344,
0.00,6,316,
143.76,16,730,
58.41,23,184,
129.71,31,184,
0.00,2,184,
0.00,26,366,
0.00,10,182,
0.00,5,365,
0.00,9,365,
100.19,10,820,
79.00,6,278,
124.77,15,28896,
99.00,11,730,
0.00,27,185,
0.00,37,295,
0.00,32,92,
189.00,25,28793,
209.95,8,28774,
0.00,29,366,
0.00,1,182,
0.00,1,182,
79.00,13,366,
61.75,16,98,
216.66,10,28768,
0.00,5,731,
0.00,30,92,
120.33,12,28768,
199.00,17,28770,
120.33,7,28765,
0.00,53,92,
205.77,22,28800,
35.97,31,98,
0.00,4,365,
0.00,50,365,
0.00,7,181,
210.94,18,28781,
35.97,19,92,
35.97,24,328,
79.00,3,183,
0.00,61,378,
53.60,24,108,
189.00,19,28886,
10.45,13,731,
0.00,5,184,
0.00,9,181,
35.97,26,95,
0.00,14,181,
0.00,24,182,
0.00,11,357,
0.00,1,358,
0.00,3,368,
79.00,7,187,
162.99,4,28767,
35.97,13,90,
0.00,22,316,
35.97,1,182,
0.00,14,366,
13.91,28,366,
199.00,14,28799,
35.97,1,91,
58.41,1,182,
0.00,34,241,
0.00,11,92,
0.00,4,365,
0.00,11,317,
0.00,1,92,
0.00,23,184,
0.00,8,92,
30.33,19,92,
0.00,19,28767,
0.00,26,28809,
30.88,7,92,
119.00,7,366,
0.00,1,368,
189.00,32,28800,
0.00,1,92,
0.00,10,92,
38.22,53,90,
0.00,31,368,
0.00,8,91,
0.00,14,276,
10.90,4,429,
0.00,3,92,
0.00,17,472,
0.00,18,365,
102.35,9,366,
0.00,37,366,
0.00,21,366,
10.45,1,731,
0.00,4,90,
35.97,1,92,
0.00,4,365,
35.97,11,457,
0.00,45,182,
0.00,17,92,
189.00,1,28802,
0.00,23,182,
0.00,14,91,
216.66,7,28787,
79.00,1,183,
189.00,35,28788,
0.00,22,183,
0.00,11,91,
173.93,10,365,
0.00,32,28769,
0.00,29,365,
0.00,6,91,
189.00,30,28800,
0.00,5,365,
0.00,5,365,
0.00,32,92,
35.97,29,91,
189.00,21,28805,
0.00,16,90,
79.00,17,365,
48.68,14,182,
120.33,15,28823,
212.13,10,28787,
0.00,14,91,
0.00,3,369,
0.00,18,131,
216.16,5,28770,
0.00,26,365,
61.75,16,95,
0.00,10,183,
0.00,34,183,
79.00,22,287,
48.68,33,182,
0.00,87,214,
209.75,10,28769,
150.95,16,731,
0.00,7,92,
65.94,17,366,
0.00,20,365,
0.00,7,281,
15.25,1,365,
79.00,1,184,
0.00,1,365,
0.00,5,28779,
0.00,14,92,
19.99,26,47,
0.00,20,365,
0.00,18,337,
0.00,8,368,
0.00,29,29033,
79.00,1,182,
0.00,13,368,
199.00,9,28781,
0.00,9,365,
0.00,19,183,
199.00,29,28775,
0.00,1,548,
79.00,58,580,
79.00,13,366,
0.00,4,181,
0.00,23,770,
376.83,43,28781,
0.00,32,365,
79.00,2,183,
199.00,18,28793,
0.00,8,275,
0.00,11,365,
0.00,2,183,
0.00,10,183,
0.00,13,245,
0.00,9,335,
35.97,45,92,
201.47,20,28804,
58.41,8,184,
0.00,1,184,
0.00,6,90,
0.00,40,368,
119.00,34,366,
79.00,6,191,
0.00,14,188,
75.48,40,366,
0.00,7,92,
26.08,1,365,
53.60,3,92,
0.00,3,28784,
35.97,1,458,
198.45,23,28802,
205.30,18,28802,
0.00,16,29138,
150.95,7,731,
0.00,16,28782,
0.00,31,182,
0.00,40,91,
0.00,10,366,
0.00,27,369,
35.97,5,111,
0.00,1,403,
0.00,23,457,
189.00,30,28806,
199.00,9,28800,
0.00,46,91,
0.00,27,28788,
119.00,4,365,
35.97,17,92,
177.45,28,366,
0.00,1,366,
15.25,1,731,
0.00,8,343,
35.97,15,95,
211.44,14,28795,
0.00,8,31,
0.00,22,309,
41.34,20,91,
199.00,5,28771,
0.00,14,365,
0.00,20,365,
37.52,18,94,
0.00,1,274,
0.00,21,91,
0.00,15,390,
0.00,3,92,
0.00,18,92,
0.00,39,366,
0.00,2,192,
0.00,5,365,
0.00,12,330,
199.00,9,28791,
0.00,23,90,
42.88,38,95,
0.00,26,183,
199.00,1,28765,
38.34,18,94,
0.00,5,296,
0.00,54,92,
199.00,21,28775,
0.00,17,364,
0.00,33,92,
0.00,4,89,
179.00,1,731,
0.00,11,28778,
199.00,8,28766,
38.22,3,110,
327.08,13,28765,
65.94,31,366,
37.52,8,95,
0.00,65,275,
0.00,17,90,
0.00,2,92,
0.00,10,310,
0.00,3,366,
0.00,1,365,
162.99,1,28893,
0.00,12,183,
199.00,8,28791,
0.00,22,91,
65.94,1,182,
0.00,22,548,
199.00,9,28768,
0.00,1,91,
0.00,12,182,
38.34,18,92,
0.00,3,181,
0.00,12,191,
0.00,46,184,
0.00,22,303,
0.00,22,303,
211.44,7,28799,
35.97,6,369,
0.00,8,368,
0.00,6,92,
32.37,15,95,
119.00,1,366,
189.00,16,28803,
0.00,34,92,
0.00,11,456,
0.00,24,100,
42.88,37,90,
0.00,25,91,
217.41,7,28766,
0.00,38,366,
0.00,15,95,
10.45,88,731,
0.00,31,731,
0.00,33,92,
0.00,17,457,
0.00,22,92,
0.00,5,214,
32.16,1,92,
199.00,13,28790,
0.00,24,29048,
0.00,36,200,
15.25,24,731,
199.00,9,28769,
199.00,3,28780,
205.30,28,28804,
35.97,8,92,
199.00,5,28781,
0.00,20,91,
0.00,13,366,
0.00,9,95,
199.00,20,28793,
27.58,10,184,
119.00,1,389,
0.00,18,366,
42.66,27,188,
0.00,14,285,
0.00,7,317,
199.00,8,28790,
199.00,11,28789,
35.97,11,92,
0.00,16,28765,
189.00,33,28798,
0.00,17,183,
0.00,3,368,
327.08,39,28772,
327.08,1,28776,
0.00,17,547,
0.00,34,115,
0.00,18,365,
0.00,1,366,
35.97,28,92,
0.00,24,28766,
79.00,5,274,
0.00,16,184,
17.15,1,134,
0.00,10,195,
35.97,52,183,
119.00,27,366,
212.13,6,28770,
0.00,10,912,
0.00,6,92,
0.00,10,92,
79.00,16,366,
0.00,24,268,
0.00,1,365,
199.00,1,28767,
65.94,18,184,
0.00,7,182,
0.00,10,366,
0.00,22,337,
35.97,5,91,
0.00,15,92,
37.54,17,181,
79.00,16,196,
0.00,1,92,
0.00,11,92,
0.00,35,184,
199.00,12,28801,
0.00,12,365,
61.75,8,92,
35.97,8,99,
0.00,12,288,
10.45,1,731,
0.00,12,92,
0.00,18,182,
0.00,9,92,
0.00,9,28768,
0.00,11,92,
13.65,1,304,
22.83,15,366,
79.00,7,183,
0.00,17,368,
0.00,2,182,
0.00,5,366,
86.97,46,366,
84.83,59,92,
0.00,21,92,
119.00,1,366,
61.75,44,92,
35.97,13,135,
0.00,10,365,
0.00,7,734,
0.00,12,92,
0.00,22,92,
199.00,6,28773,
0.00,5,28765,
0.00,16,365,
35.97,5,92,
83.94,31,174,
0.00,2,365,
0.00,20,91,
0.00,1,357,
189.00,10,28783,
0.00,14,90,
189.00,8,28795,
325.54,3,28765,
0.00,1,181,
37.54,7,181,
35.97,13,555,
0.00,38,365,
48.68,9,182,
130.72,1,730,
0.00,12,587,
35.97,9,182,
0.00,16,92,
201.47,8,28799,
119.00,14,366,
0.00,12,28791,
0.00,11,368,
0.00,4,282,
38.13,1,185,
0.00,22,182,
0.00,20,182,
0.00,11,365,
0.00,6,181,
205.87,37,28778,
124.77,12,98,
0.00,38,284,
0.00,2,92,
0.00,19,366,
0.00,1,98,
79.00,6,365,
0.00,40,181,
0.00,12,92,
0.00,6,478,
27.12,7,192,
0.00,8,92,
0.00,11,365,
0.00,6,92,
0.00,13,92,
0.00,29,92,
33.99,9,281,
79.00,27,184,
0.00,8,366,
199.00,7,28786,
0.00,18,28801,
79.00,14,275,
0.00,61,323,
0.00,13,92,
205.77,7,28793,
0.00,1,181,
0.00,3,365,
13.65,6,123,
0.00,1,129,
26.80,29,92,
35.97,12,549,
199.00,31,28766,
199.00,6,28766,
199.00,3,28765,
79.00,1,183,
42.29,7,92,
32.37,14,102,
0.00,18,274,
0.00,11,365,
211.94,21,28789,
172.29,1,366,
199.00,13,28791,
35.97,69,501,
189.00,4,28790,
35.97,4,572,
119.00,1,366,
0.00,13,309,
206.39,16,28805,
0.00,13,29222,
0.00,37,29190,
0.00,8,415,
0.00,22,92,
0.00,15,28765,
13.91,9,365,
0.00,6,369,
39.00,28,95,
0.00,13,28767,
0.00,1,181,
0.00,20,365,
0.00,10,92,
0.00,28,184,
0.00,3,183,
0.00,11,369,
40.84,1,91,
0.00,8,92,
0.00,25,258,
0.00,27,366,
199.00,8,28771,
0.00,28,365,
65.94,91,419,
0.00,8,92,
0.00,16,92,
0.00,1,368,
69.00,3,483,
39.00,69,95,
0.00,11,368,
224.91,19,28805,
0.00,1,365,
35.97,4,366,
206.48,19,28794,
189.00,35,28792,
0.00,12,89,
38.58,1,92,
0.00,12,91,
0.00,49,92,
209.75,26,28792,
0.00,68,90,
42.88,21,92,
0.00,21,310,
53.60,10,94,
73.63,1,244,
0.00,12,101,
199.00,1,28766,
0.00,28,330,
124.77,11,28859,
0.00,8,338,
0.00,4,366,
0.00,22,323,
0.00,13,30,
79.00,9,190,
199.00,1,28772,
0.00,26,731,
35.97,17,183,
0.00,19,182,
150.95,36,731,
0.00,29,28775,
0.00,2,181,
0.00,18,365,
179.00,53,28851,
199.00,4,28766,
79.00,53,182,
212.13,6,28772,
15.25,1,44,
0.00,8,90,
0.00,1,92,
0.00,21,365,
0.00,40,274,
0.00,1,365,
8.41,22,547,
199.00,11,28772,
0.00,11,67,
0.00,2,29165,
170.65,1,365,
179.00,1,28884,
0.00,18,365,
0.00,11,458,
38.22,1,90,
0.00,1,365,
119.00,11,549,
107.88,41,366,
70.65,1,366,
0.00,22,28770,
0.00,1,29029,
199.00,40,28787,
79.00,1,455,
42.66,4,183,
0.00,16,91,
0.00,33,309,
65.94,39,421,
199.00,18,28771,
0.00,30,93,
0.00,18,28777,
0.00,3,183,
205.25,20,28803,
70.72,21,182,
0.00,17,95,
42.94,17,95,
0.00,8,91,
0.00,14,337,
0.00,29,365,
119.00,1,182,
22.83,1,366,
79.00,11,412,
35.97,6,92,
0.00,8,183,
0.00,8,183,
0.00,11,183,
0.00,1,29223,
0.00,4,369,
0.00,15,456,
79.00,40,277,
189.00,5,28794,
199.00,33,28791,
39.30,49,90,
41.44,26,97,
0.00,7,1096,
0.00,29,274,
29.21,22,99,
0.00,13,253,
39.00,12,95,
0.00,26,90,
35.97,8,547,
0.00,9,92,
103.55,6,365,
199.00,7,28797,
35.97,14,90,
35.97,1,92,
0.00,5,182,
17.15,23,92,
65.94,5,366,
0.00,9,92,
210.54,27,28791,
0.00,6,184,
0.00,8,182,
0.00,48,28765,
0.00,17,92,
39.00,29,91,
35.97,22,103,
0.00,35,366,
0.00,25,92,
0.00,46,92,
0.00,7,92,
0.00,16,103,
0.00,15,366,
269.10,1,28803,
0.00,35,183,
0.00,3,182,
0.00,28,92,
0.00,10,92,
0.00,9,337,
35.97,43,98,
0.00,24,174,
0.00,106,197,
0.00,11,365,
0.00,16,337,
119.00,12,366,
189.00,12,28791,
0.00,14,366,
199.00,7,28782,
212.13,14,28775,
79.00,33,184,
35.97,10,92,
74.86,74,183,
0.00,18,29221,
0.00,23,92,
65.94,8,366,
44.24,12,95,
0.00,29,89,
0.00,1,92,
0.00,6,365,
79.00,9,187,
0.00,8,92,
13.65,38,517,
199.00,5,28790,
0.00,3,365,
35.97,24,183,
0.00,1,182,
210.94,28,28788,
0.00,22,91,
0.00,20,91,
125.00,30,731,
10.45,1,731,
0.00,4,92,
0.00,8,368,
0.00,22,307,
35.97,41,92,
0.00,1,274,
0.00,2,366,
0.00,21,28778,
0.00,23,181,
0.00,4,90,
0.00,17,29136,
0.00,14,92,
0.00,46,61,
0.00,3,28770,
0.00,32,28788,
78.76,76,182,
0.00,11,92,
207.43,33,28805,
0.00,22,92,
0.00,4,396,
0.00,17,365,
0.00,21,365,
0.00,5,91,
0.00,22,90,
0.00,1,90,
0.00,4,368,
0.00,24,735,
0.00,29,193,
95.88,3,365,
0.00,2,366,
0.00,24,368,
0.00,6,288,
79.00,19,185,
0.00,25,92,
0.00,13,731,
173.93,8,365,
0.00,32,367,
35.97,32,370,
0.00,12,366,
189.00,11,28786,
0.00,13,91,
75.48,19,369,
0.00,15,368,
0.00,21,365,
41.57,3,95,
0.00,17,577,
38.24,21,95,
0.00,51,368,
0.00,14,337,
0.00,54,182,
0.00,7,91,
0.00,1,91,
0.00,6,184,
0.00,47,90,
0.00,8,92,
35.97,9,182,
38.85,25,92,
35.97,27,92,
238.89,1,28780,
0.00,5,182,
0.00,5,92,
0.00,13,28789,
0.00,50,303,
65.94,1,184,
189.00,8,28889,
399.92,31,28863,
35.97,9,316,
0.00,26,183,
0.00,10,89,
199.00,52,28803,
0.00,49,302,
35.97,1,366,
0.00,28,29233,
211.44,5,28768,
0.00,15,90,
0.00,52,28789,
0.00,1,735,
217.69,31,28775,
0.00,21,96,
75.48,27,369,
203.27,16,369,
199.00,96,28835,
79.00,5,182,
0.00,17,92,
0.00,1,91,
0.00,1,184,
0.00,85,337,
0.00,6,182,
0.00,1,365,
13.65,17,366,
0.00,14,91,
26.80,6,90,
0.00,16,92,
0.00,17,365,
0.00,35,217,
210.94,1,28781,
0.00,11,61,
0.00,38,92,
38.13,30,92,
0.00,16,91,
0.00,12,275,
0.00,10,28773,
0.00,14,331,
0.00,10,365,
0.00,5,359,
10.45,46,765,
0.00,13,92,
0.00,12,90,
0.00,27,366,
0.00,1,368,
189.00,14,28798,
0.00,14,316,
0.00,40,826,
0.00,1,90,
35.97,1,90,
0.00,25,324,
0.00,15,296,
0.00,11,323,
189.00,26,28795,
0.00,31,313,
0.00,23,182,
0.00,6,184,
0.00,23,92,
0.00,38,90,
187.78,1,28802,
179.00,1,28884,
87.22,1,92,
0.00,29,92,
0.00,12,90,
0.00,37,368,
0.00,1,182,
0.00,27,266,
10.45,3,731,
35.97,23,91,
0.00,23,337,
0.00,19,92,
0.00,17,126,
199.00,23,28786,
0.00,3,182,
79.00,6,282,
0.00,25,183,
0.00,4,208,
0.00,3,91,
199.00,8,28766,
10.45,1,731,
39.00,1,91,
0.00,4,351,
119.00,21,550,
37.52,8,92,
0.00,62,28792,
189.00,19,28791,
0.00,7,365,
0.00,13,277,
0.00,10,366,
67.30,25,187,
0.00,10,358,
79.00,30,195,
79.00,25,184,
0.00,32,91,
0.00,31,183,
35.97,1,90,
0.00,11,366,
173.93,27,365,
199.00,30,28803,
0.00,16,550,
0.00,26,365,
199.00,17,28829,
0.00,3,338,
0.00,12,92,
0.00,1,91,
0.00,19,90,
0.00,52,182,
54.15,38,92,
119.00,1,193,
75.05,19,186,
327.08,30,28784,
0.00,8,28775,
208.95,8,28783,
9.37,11,731,
38.34,9,96,
199.00,34,28774,
0.00,34,91,
0.00,5,365,
0.00,17,274,
189.00,1,28793,
0.00,20,92,
199.00,1,28777,
0.00,4,180,
0.00,1,184,
0.00,6,324,
199.00,8,28777,
0.00,18,95,
37.95,18,92,
38.34,11,97,
199.21,82,28801,
9.54,1,731,
211.64,11,28818,
0.00,18,92,
0.00,25,368,
0.00,1,28772,
212.13,4,28773,
199.00,8,28774,
35.97,8,182,
35.97,4,455,
0.00,41,28781,
0.00,3,456,
9.54,9,731,
0.00,12,368,
